nama_produk,product_id,shop_id,terjual_bulanan,total_terjual,total_disukai,total_kunjungan,category_id,total_review,diskon,total_rating,star_seller,shopee_mall,supermarket,gratis_ongkir,kategori_1,kategori_2,foto_produk,tipe_toko,kota,harga,url,omzet,omzet_bulanan,rating,rate_5,rate_1,real_order_percentage,bad_product_indicator,marketplace,timestamp
SARMER - ELMA NUDE HEELS 3 CM,2855476924,18814063,829,9516,11148,72881,100532,5615,13,"[5615, 7, 7, 98, 623, 4880]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/0d41f05297fc8b6933b9823226ae9079_tn,Shopee Star Seller,Kota Bogor,54200,https://shopee.co.id/sarmer-elma-nude-heels-3-cm-i.18814063.2855476924,515767200,44931800,4.8,4880,7,0.5900588483,0.00124666073,shopee,2021-10-22 0:00:00
Pluvia - AMIRA Sepatu Chunky Heels Tali Wanita,9901610887,23080218,1565,4242,8698,117517,100532,2112,50,"[2112, 5, 3, 35, 203, 1866]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/382aa4746e1cc9e4c6e141b014bc5719_tn,Shopee Star Seller,Kota Bogor,100000,https://shopee.co.id/pluvia-amira-sepatu-chunky-heels-tali-wanita-i.23080218.9901610887,424200000,156500000,4.9,1866,5,0.4978783593,0.002367424242,shopee,2021-10-22 0:00:00
Pluvia - ADELA Sepatu Chunky Heels Wanita Ankle Strap,9805365660,23080218,940,2506,8670,139025,100532,1366,50,"[1366, 5, 2, 31, 177, 1151]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/6ebbe3e0592492cc50e709810c46b065_tn,Shopee Star Seller,Kota Bogor,100000,https://shopee.co.id/pluvia-adela-sepatu-chunky-heels-wanita-ankle-strap-i.23080218.9805365660,250600000,94000000,4.8,1151,5,0.5450917797,0.003660322108,shopee,2021-10-22 0:00:00
Pluvia - ALESSIA Sandal Tali Wanita,7239947236,23080218,3661,38575,84771,377851,100532,20194,31,"[20194, 93, 150, 924, 3363, 15664]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/18b455e079e1dc9335564dcb5c8a8e4b_tn,Shopee Star Seller,Kota Bogor,69000,https://shopee.co.id/pluvia-alessia-sandal-tali-wanita-i.23080218.7239947236,2661675000,252609000,4.7,15664,93,0.523499676,0.004605328315,shopee,2021-10-22 0:00:00
RK Collection - SEPATU SNEAKERS SEMI BOOTS KOREA WANWOO,6045751130,27783469,600,4613,2569,25704,100532,1711,75,"[1711, 15, 22, 95, 270, 1309]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/dbf30ea7f85cf1bb2f53354a241c9b48_tn,Shopee Star Seller,Kab. Bogor,29999,https://shopee.co.id/rk-collection-sepatu-sneakers-semi-boots-korea-wanwoo-i.27783469.6045751130,138385387,17999400,4.7,1309,15,0.3709083026,0.008766803039,shopee,2021-10-22 0:00:00
SEPATU  WANITA BOOT KOBOY HITAM,380101053,27783469,138,5488,4828,7751,100532,2447,37,"[2444, 12, 14, 81, 365, 1972]",True,False,False,True,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/990331c0ec9d12f362fc2aaeb66cea70_tn,Shopee Star Seller,Kab. Bogor,33000,https://shopee.co.id/sepatu-wanita-boot-koboy-hitam-i.27783469.380101053,181104000,4554000,4.7,1972,12,0.4458819242,0.004903964038,shopee,2021-10-22 0:00:00
RK Collection - Sneakers Wanita Fashion Korea JN02,9019140982,27783469,2099,6649,4795,125881,100532,2834,65,"[2834, 14, 22, 140, 528, 2130]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/56d3abbd369f10d5e415c4f644b2fe44_tn,Shopee Star Seller,Kab. Bogor,42000,https://shopee.co.id/rk-collection-sneakers-wanita-fashion-korea-jn02-i.27783469.9019140982,279258000,88158000,4.7,2130,14,0.4262295082,0.004940014114,shopee,2021-10-22 0:00:00
RK Collection - Sepatu Wanita Terlaris Fashion Sport Wanwow,3992338422,27783469,2078,5010,1738,76368,100532,1723,57,"[1723, 22, 20, 118, 352, 1211]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/a377ae99f050683c7d6a5a83d1ee3199_tn,Shopee Star Seller,Kab. Bogor,29999,https://shopee.co.id/rk-collection-sepatu-wanita-terlaris-fashion-sport-wanwow-i.27783469.3992338422,150294990,62337922,4.6,1211,22,0.3439121756,0.01276842716,shopee,2021-10-22 0:00:00
RK Collection - Sepatu Sneakers Wanita SMILE F,7215155788,27783469,2002,23741,6685,105876,100532,9415,55,"[9415, 241, 234, 768, 1759, 6413]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/ba19515665f06097f75d56fd5d984d16_tn,Shopee Star Seller,Kab. Bogor,22500,https://shopee.co.id/rk-collection-sepatu-sneakers-wanita-smile-f-i.27783469.7215155788,534172500,45045000,4.5,6413,241,0.3965713323,0.02559745088,shopee,2021-10-22 0:00:00
RK Collection - Sneakers Wanita Elvira CR02,8115612396,27783469,1888,13221,22602,294682,100532,6466,44,"[6466, 47, 81, 454, 1287, 4597]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/3e34826d5d02160eb98981d51d485fbc_tn,Shopee Star Seller,Kab. Bogor,45000,https://shopee.co.id/rk-collection-sneakers-wanita-elvira-cr02-i.27783469.8115612396,594945000,84960000,4.6,4597,47,0.4890704183,0.007268790597,shopee,2021-10-22 0:00:00
RK Collection - Sp-03 Sepatu Fashion imprt LC10,6116085370,27783469,1365,14345,11962,136992,100532,6957,56,"[6957, 65, 57, 359, 1174, 5302]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/1581d6a32d21c1aef32a3c022f25377c_tn,Shopee Star Seller,Kab. Bogor,35000,https://shopee.co.id/rk-collection-sp-03-sepatu-fashion-imprt-lc10-i.27783469.6116085370,502075000,47775000,4.7,5302,65,0.484977344,0.009343107661,shopee,2021-10-22 0:00:00
RK Collection - Slip On Karet Edge,2040792845,27783469,867,10921,7831,29669,100532,5145,70,"[5144, 32, 44, 193, 817, 4058]",True,False,False,False,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/463ca7d9c831190001b0b95321e68260_tn,Shopee Star Seller,Kab. Bogor,27400,https://shopee.co.id/rk-collection-slip-on-karet-edge-i.27783469.2040792845,299235400,23755800,4.7,4058,32,0.4711107041,0.006219630709,shopee,2021-10-22 0:00:00
RK- SEPATU SLIP ON WANITA (KL-376) Vegasus,1806970074,27783469,591,10697,2266,14357,100532,4468,64,"[4469, 66, 64, 286, 803, 3250]",True,False,False,True,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/fd215febeeb5f3ddb2e2e55c2a187e8f_tn,Shopee Star Seller,Kab. Bogor,18000,https://shopee.co.id/rk-sepatu-slip-on-wanita-kl-376-vegasus-i.27783469.1806970074,192546000,10638000,4.6,3250,66,0.417687202,0.01477170994,shopee,2021-10-22 0:00:00
RK Collection - HEELS Wanita Hak Kaca Queensha,5479204172,27783469,1610,5813,6831,108529,100532,2634,60,"[2634, 22, 22, 90, 430, 2070]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/c38638fd4846d19c36a001a195c0a711_tn,Shopee Star Seller,Kab. Bogor,47500,https://shopee.co.id/rk-collection-heels-wanita-hak-kaca-queensha-i.27783469.5479204172,276117500,76475000,4.7,2070,22,0.4531223121,0.008352315869,shopee,2021-10-22 0:00:00
RK Collection - Sandal Gunung Gladiator,2660950173,27783469,6348,38088,19295,252891,100532,16088,74,"[16088, 215, 224, 1007, 2954, 11688]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/75dafb1295e6d1c313efb2ca16d95f4b_tn,Shopee Star Seller,Kab. Bogor,25000,https://shopee.co.id/rk-collection-sandal-gunung-gladiator-i.27783469.2660950173,952200000,158700000,4.6,11688,215,0.4223902541,0.01336399801,shopee,2021-10-22 0:00:00
RK Collection - Sepatu Sandal Platform Bunga Daisy,7652407080,27783469,2696,25083,15742,80524,100532,11603,64,"[11603, 82, 80, 613, 1824, 9004]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/e97ee18dbed18d29aa48886147305576_tn,Shopee Star Seller,Kab. Bogor,25000,https://shopee.co.id/rk-collection-sepatu-sandal-platform-bunga-daisy-i.27783469.7652407080,627075000,67400000,4.7,9004,82,0.4625842204,0.007067137809,shopee,2021-10-22 0:00:00
Importir.Fashion Kaoskaki Kauskaki Wanita Dewasa Fashion Korea Import - 2004,3628274611,30302620,3271,22760,3771,13774,100532,5144,48,"[5144, 20, 12, 100, 451, 4561]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/ce9d1f8ae6f544ced817b5852839cc1c_tn,Shopee Star Seller,Kab. Tangerang,2599,https://shopee.co.id/importir-fashion-kaoskaki-kauskaki-wanita-dewasa-fashion-korea-import-2004-i.30302620.3628274611,59153240,8501329,4.9,4561,20,0.2260105448,0.003888024883,shopee,2021-10-22 0:00:00
Importir.Fashion Kaoskaki Kauskaki Wanita Dewasa Fashion Korea Import - 2013,4079303450,30302620,1773,8377,588,6930,100532,1708,72,"[1708, 2, 1, 19, 132, 1554]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/bbb3d6a232e0e878d995f2878ca20dea_tn,Shopee Star Seller,Kab. Tangerang,2800,https://shopee.co.id/importir-fashion-kaoskaki-kauskaki-wanita-dewasa-fashion-korea-import-2013-i.30302620.4079303450,23455600,4964400,4.9,1554,2,0.203891608,0.001170960187,shopee,2021-10-22 0:00:00
Importir.Fashion Kaoskaki Kauskaki Wanita Dewasa Fashion Korea Import - 2001,7928172886,30302620,1469,24723,1842,7435,100532,4496,46,"[4496, 14, 10, 63, 406, 4003]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/b3d1817fddc77c61d4c2e2a8c137a9fb_tn,Shopee Star Seller,Kab. Tangerang,2680,https://shopee.co.id/importir-fashion-kaoskaki-kauskaki-wanita-dewasa-fashion-korea-import-2001-i.30302620.7928172886,66257640,3936920,4.9,4003,14,0.1818549529,0.003113879004,shopee,2021-10-22 0:00:00
Importir.Fashion Kaoskaki Kauskaki Wanita Dewasa Fashion Korea Import - 2006,7628179997,30302620,1352,14525,1350,4962,100532,2945,50,"[2945, 12, 3, 50, 238, 2642]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/6c24ab986de9181c452bed61d5a5dbe1_tn,Shopee Star Seller,Kab. Tangerang,2500,https://shopee.co.id/importir-fashion-kaoskaki-kauskaki-wanita-dewasa-fashion-korea-import-2006-i.30302620.7628179997,36312500,3380000,4.9,2642,12,0.2027538726,0.004074702886,shopee,2021-10-22 0:00:00
Importir.Fashion Kaoskaki Kauskaki Wanita Dewasa Fashion Korea Import - 2005,6528177785,30302620,1215,13800,1016,4243,100532,3571,50,"[3571, 9, 4, 47, 261, 3250]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/b62ed430aeab0e045f3921f14eb7b36f_tn,Shopee Star Seller,Kab. Tangerang,2500,https://shopee.co.id/importir-fashion-kaoskaki-kauskaki-wanita-dewasa-fashion-korea-import-2005-i.30302620.6528177785,34500000,3037500,4.9,3250,9,0.2587681159,0.002520302436,shopee,2021-10-22 0:00:00
Importir.Fashion Kaoskaki Kauskaki Wanita Dewasa Fashion Korea Import - 2014,4979302902,30302620,1039,7699,404,5708,100532,1520,71,"[1520, 4, 3, 12, 130, 1371]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/f325d7a3c45033e059ce7fed991bffb6_tn,Shopee Star Seller,Kab. Tangerang,2850,https://shopee.co.id/importir-fashion-kaoskaki-kauskaki-wanita-dewasa-fashion-korea-import-2014-i.30302620.4979302902,21942150,2961150,4.9,1371,4,0.1974282374,0.002631578947,shopee,2021-10-22 0:00:00
Importir.Fashion Kaoskaki Kauskaki Wanita Dewasa Fashion Korea Import - 2002,3328271956,30302620,774,8018,499,4376,100532,1625,50,"[1625, 5, 1, 33, 147, 1439]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/45b9a2eef0ebef3b230d622fc0fa868c_tn,Shopee Star Seller,Kab. Tangerang,2500,https://shopee.co.id/importir-fashion-kaoskaki-kauskaki-wanita-dewasa-fashion-korea-import-2002-i.30302620.3328271956,20045000,1935000,4.9,1439,5,0.2026689948,0.003076923077,shopee,2021-10-22 0:00:00
"10.10 Sale] Sepatu Kets Denim DC, Premium",5517041657,30753319,1309,29988,18402,130374,100532,12263,0,"[12264, 282, 254, 1129, 2392, 8207]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/83c9398dbbdfd10ec612dfa6d3d8eb9c_tn,Shopee Star Seller,Kab. Bogor,29900,https://shopee.co.id/10-10-sale-sepatu-kets-denim-dc-premium-i.30753319.5517041657,896641200,39139100,4.5,8207,282,0.4089302388,0.02299600424,shopee,2021-10-22 0:00:00
10.10 Sale] Sepatu Slip On Wanita S08 Model Tali Wanita,7056353389,30753319,1895,16191,8694,110946,100532,7095,60,"[7095, 136, 147, 652, 1514, 4646]",True,False,False,False,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/380f3c51cb6cd68fd3ae81f944464ace_tn,Shopee Star Seller,Kab. Bogor,19999,https://shopee.co.id/10-10-sale-sepatu-slip-on-wanita-s08-model-tali-wanita-i.30753319.7056353389,323803809,37898105,4.5,4646,136,0.438206411,0.01916842847,shopee,2021-10-22 0:00:00
10.10 Sale] Sepatu Wanita Slipon ULZZANG AW16,4817377915,30753319,741,23064,14478,72495,100532,7882,0,"[7883, 115, 135, 598, 1501, 5534]",True,False,False,False,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/6259a3511c8c038cb8de5c22f8aa6ab1_tn,Shopee Star Seller,Kab. Bogor,19900,https://shopee.co.id/10-10-sale-sepatu-wanita-slipon-ulzzang-aw16-i.30753319.4817377915,458973600,14745900,4.5,5534,115,0.3417447104,0.01459020553,shopee,2021-10-22 0:00:00
Malaika - Lucia Flat Shoes [Hitam-Salem],5419791153,31197135,1268,17175,13900,70484,100532,8401,59,"[8401, 35, 38, 314, 1382, 6632]",True,False,False,False,Sepatu Wanita,Sepatu Flat,https://cf.shopee.co.id/file/f54a564a693a0bbb8a7a7e93e37b06fd_tn,Shopee Star Seller,Kab. Bogor,21400,https://shopee.co.id/malaika-lucia-flat-shoes-hitam-salem-i.31197135.5419791153,367545000,27135200,4.7,6632,35,0.4891411936,0.004166170694,shopee,2021-10-22 0:00:00
Malaika - Keinara Flat Shoes (Black),1973789577,31197135,829,5637,3024,66394,100532,2829,57,"[2829, 17, 18, 94, 461, 2239]",True,False,False,False,Sepatu Wanita,Sepatu Flat,https://cf.shopee.co.id/file/c5a7082d7a9de632a8f1e7d29d20af42_tn,Shopee Star Seller,Kab. Bogor,20250,https://shopee.co.id/malaika-keinara-flat-shoes-black-i.31197135.1973789577,114149250,16787250,4.7,2239,17,0.5018626929,0.006009190527,shopee,2021-10-22 0:00:00
Malaika Casual Polos suede Heels [Hitam],1965556870,31197135,745,3414,3472,61599,100532,1747,63,"[1747, 7, 16, 77, 258, 1389]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/a4d1d8a9e516650a12ad15287c03725f_tn,Shopee Star Seller,Kab. Bogor,31373,https://shopee.co.id/malaika-casual-polos-suede-heels-hitam-i.31197135.1965556870,107107422,23372885,4.7,1389,7,0.5117164616,0.004006868918,shopee,2021-10-22 0:00:00
SEPATU WANITA MODEL BOOTS BEST SELLER  / DOCMART BLACK GLOSY PREMIUM 001,8134606971,33533718,203,662,2384,20579,100532,350,59,"[350, 2, 2, 20, 54, 272]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/9f8e171ba00ca3315217cc5c03805de4_tn,Shopee Star Seller,Kab. Bandung,65500,https://shopee.co.id/sepatu-wanita-model-boots-best-seller-docmart-black-glosy-premium-001-i.33533718.8134606971,43361000,13296500,4.7,272,2,0.5287009063,0.005714285714,shopee,2021-10-22 0:00:00
SEPATU WANITA DOCMART LOAFERS / SEPATU FLAT HAK FASHION RANTAI BEST SELLER PREMIUM,8140054638,33533718,411,1070,8321,74307,100532,494,44,"[494, 3, 5, 29, 72, 385]",True,False,False,False,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/a24efde6913eb5a92f799cf9eb8d2dd8_tn,Shopee Star Seller,Kab. Bandung,66750,https://shopee.co.id/sepatu-wanita-docmart-loafers-sepatu-flat-hak-fashion-rantai-best-seller-premium-i.33533718.8140054638,71422500,27434250,4.7,385,3,0.461682243,0.006072874494,shopee,2021-10-22 0:00:00
SEPATU WANITA LOAFERS / DOCMART TERBARU FLAT BEST SELLER 8045,7181890928,33533718,236,538,1940,21189,100532,287,39,"[287, 5, 4, 19, 45, 214]",True,False,False,False,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/fce745961e8fd363b19a653463bf05b8_tn,Shopee Star Seller,Kab. Bandung,66750,https://shopee.co.id/sepatu-wanita-loafers-docmart-terbaru-flat-best-seller-8045-i.33533718.7181890928,35911500,15753000,4.6,214,5,0.5334572491,0.01742160279,shopee,2021-10-22 0:00:00
PANTOFEL SEPATU WANITA KASUAL KANTOR 7685574 54646,3452354536,33533718,52,170,666,7056,100532,99,36,"[99, 1, 2, 6, 22, 68]",True,False,False,False,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/d88e7071d16445e3e4b4b7c659ab14c9_tn,Shopee Star Seller,Kab. Bandung,66750,https://shopee.co.id/pantofel-sepatu-wanita-kasual-kantor-7685574-54646-i.33533718.3452354536,11347500,3471000,4.6,68,1,0.5823529412,0.0101010101,shopee,2021-10-22 0:00:00
{COD/BAYAR DITEMPAT} DF-497 Sepatu Wanita Sneakers Tali Kanvas Model Terbaru 2021 Trendy dan Elegan,11806915554,41519483,2165,5384,15515,214099,100532,2695,29,"[2695, 7, 7, 56, 358, 2267]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/faffedfd3974b2a5f67bbc845d4e000c_tn,Shopee Star Seller,Kab. Tangerang,99000,https://shopee.co.id/cod-bayar-ditempat-df-497-sepatu-wanita-sneakers-tali-kanvas-model-terbaru-2021-trendy-dan-elegan-i.41519483.11806915554,533016000,214335000,4.8,2267,7,0.5005572065,0.002597402597,shopee,2021-10-22 0:00:00
{COD/BAYAR DITEMPAT} DF 457 Sandal Selop Wanita Gaya Casual Anti Slip Warna Polos untuk Musim Panas,5102616155,41519483,578,6463,3224,21872,100532,1699,43,"[1699, 7, 3, 33, 158, 1498]",True,False,False,False,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/f4306bc8fa5924a5a14044f7c4af4161_tn,Shopee Star Seller,Kab. Tangerang,39999,https://shopee.co.id/cod-bayar-ditempat-df-457-sandal-selop-wanita-gaya-casual-anti-slip-warna-polos-untuk-musim-panas-i.41519483.5102616155,258513537,23119422,4.8,1498,7,0.262881015,0.00412007063,shopee,2021-10-22 0:00:00
KOTAK SEPATU / DUS SEPATU,10609459202,41519483,663,2683,188,2978,100532,926,0,"[926, 13, 14, 75, 162, 662]",True,False,False,False,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/1b50401a754d732aaf75163536e0d843_tn,Shopee Star Seller,Kab. Tangerang,3000,https://shopee.co.id/kotak-sepatu-dus-sepatu-i.41519483.10609459202,8049000,1989000,4.6,662,13,0.3451360417,0.01403887689,shopee,2021-10-22 0:00:00
Aline Sepatu Pantofel Wanita Hitam Flat Cewek Sekolah Kantor Paskibra Paskibraka Paskib A02,1041804191,63325330,357,5974,3782,10849,100532,3293,0,"[3292, 6, 9, 69, 416, 2792]",True,False,False,True,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/4cbd8ecc3ecd0830738d5660de7d1984_tn,Shopee Star Seller,Kab. Nganjuk,25000,https://shopee.co.id/aline-sepatu-pantofel-wanita-hitam-flat-cewek-sekolah-kantor-paskibra-paskibraka-paskib-a02-i.63325330.1041804191,149350000,8925000,4.8,2792,6,0.5512219618,0.001822046766,shopee,2021-10-22 0:00:00
Aline Sepatu Pantofel Wanita Putih Hak 3 Cm Formal Bidan Perawat Dokter Akper Akbid A05,1429710112,63325330,296,2259,1423,7748,100532,1072,0,"[1072, 1, 4, 30, 133, 904]",True,False,False,True,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/4bdcc253ec2e64668eaad57fc8a25d7e_tn,Shopee Star Seller,Kab. Nganjuk,30000,https://shopee.co.id/aline-sepatu-pantofel-wanita-putih-hak-3-cm-formal-bidan-perawat-dokter-akper-akbid-a05-i.63325330.1429710112,67770000,8880000,4.8,904,1,0.4745462594,0.0009328358209,shopee,2021-10-22 0:00:00
Aline Sepatu Pantofel Wanita Flat Putih Polos Formal Kerja Bidan Perawat Dokter AW18,2726263617,63325330,233,2931,1582,8365,100532,1361,0,"[1361, 4, 3, 35, 172, 1147]",True,False,False,True,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/6e0b8efbd4edd380bd1b09b24f653f6c_tn,Shopee Star Seller,Kab. Nganjuk,30000,https://shopee.co.id/aline-sepatu-pantofel-wanita-flat-putih-polos-formal-kerja-bidan-perawat-dokter-aw18-i.63325330.2726263617,87930000,6990000,4.8,1147,4,0.4643466394,0.00293901543,shopee,2021-10-22 0:00:00
Aline Sepatu Pantofel Wanita Hitam Hak 3 Cm Cewek Sekolah Kantor Paskibraka Paskib Paskibra A01,1041796735,63325330,1003,16019,11086,32781,100532,8338,0,"[8338, 24, 29, 178, 1064, 7043]",True,False,False,True,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/7c5b5fffce1c4c45980b83c613a8ceb3_tn,Shopee Star Seller,Kab. Nganjuk,25000,https://shopee.co.id/aline-sepatu-pantofel-wanita-hitam-hak-3-cm-cewek-sekolah-kantor-paskibraka-paskib-paskibra-a01-i.63325330.1041796735,400475000,25075000,4.8,7043,24,0.5205068981,0.002878388103,shopee,2021-10-22 0:00:00
NADILASTUFF [ASLI] 'FREE BOX Premium' Martin Boots 'BISA COD' Sneakers Sepatu Wanita Original Import REALPICT !,8165932442,78521768,433,1755,7431,58582,100532,1072,50,"[1072, 0, 2, 6, 67, 997]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/34710e07cd981a07f28c9288a96c41e1_tn,Shopee Star Seller,Kota Bandung,175000,https://shopee.co.id/nadilastuff-asli-free-box-premium-martin-boots-bisa-cod-sneakers-sepatu-wanita-original-import-realpict-i.78521768.8165932442,307125000,75775000,4.9,997,0,0.6108262108,0,shopee,2021-10-22 0:00:00
NADILASTUFF [ASLI] ACC Docmart 'BISA COD' Boots Shoes Sepatu Wanita ORI IMPORT! REALPICT KUALITAS TERBAIK,11241941200,78521768,162,181,1812,31110,100532,92,52,"[92, 0, 1, 1, 10, 80]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/24cbd954466a42ed9abcff310281d3fc_tn,Shopee Star Seller,Kota Bandung,169000,https://shopee.co.id/nadilastuff-asli-acc-docmart-bisa-cod-boots-shoes-sepatu-wanita-ori-import-realpict-kualitas-terbaik-i.78521768.11241941200,30589000,27378000,4.8,80,0,0.5082872928,0,shopee,2021-10-22 0:00:00
NADILASTUFF [ASLI] Oxford Reborn Boots 'BISA COD'  Sneakers Sepatu Wanita ORI IMPORT! REALPICT KUALITAS TERBAIK,9266375663,78521768,73,411,4805,24015,100532,233,47,"[233, 0, 0, 2, 23, 208]",True,False,False,False,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/2c8ab67d98b186367da7a5b21b3e9925_tn,Shopee Star Seller,Kota Bandung,185000,https://shopee.co.id/nadilastuff-asli-oxford-reborn-boots-bisa-cod-sneakers-sepatu-wanita-ori-import-realpict-kualitas-terbaik-i.78521768.9266375663,76035000,13505000,4.9,208,0,0.5669099757,0,shopee,2021-10-22 0:00:00
NADILASTUFF [ASLI] Docmart Bow 'BISA COD' Loafers Pantofel Sepatu Wanita ORI IMPORT! REALPICT KUALITAS TERBAIK,9836619961,78521768,846,2557,19494,144407,100532,1457,45,"[1457, 3, 2, 13, 132, 1307]",True,False,False,False,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/e6b4d7cb2b09d6466d4dc0c8f66e709e_tn,Shopee Star Seller,Kota Bandung,165000,https://shopee.co.id/nadilastuff-asli-docmart-bow-bisa-cod-loafers-pantofel-sepatu-wanita-ori-import-realpict-kualitas-terbaik-i.78521768.9836619961,421905000,139590000,4.9,1307,3,0.5698083692,0.002059025395,shopee,2021-10-22 0:00:00
SFOS READY - Sepatu Wanita FlyKnit Slip On AntiSlip Soft Canvas AQYAR567 (1KG Muat 2 PASANG),5655802390,87878722,763,5577,10898,118730,100532,3113,20,"[3113, 2, 4, 46, 257, 2804]",True,False,False,False,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/22e09e09cea81d157f376ee166d8ea51_tn,Shopee Star Seller,Kota Jakarta Barat,119999,https://shopee.co.id/sfos-ready-sepatu-wanita-flyknit-slip-on-antislip-soft-canvas-aqyar567-1kg-muat-2-pasang-i.87878722.5655802390,669234423,91559237,4.9,2804,2,0.5581854043,0.0006424670736,shopee,2021-10-22 0:00:00
HELYNZ - LAURENCE READY Sepatu Wanita Import Slip On Anti Slip HL901 (1KG BISA 2PC),1763893739,87878722,758,4974,4164,48092,100532,2733,27,"[2733, 3, 3, 26, 205, 2496]",True,False,False,True,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/6225dc82a695adc8f777b3896114ee1b_tn,Shopee Star Seller,Kota Jakarta Barat,109999,https://shopee.co.id/helynz-laurence-ready-sepatu-wanita-import-slip-on-anti-slip-hl901-1kg-bisa-2pc-i.87878722.1763893739,547135026,83379242,4.9,2496,3,0.5494571773,0.001097694841,shopee,2021-10-22 0:00:00
SFOS - Sepatu Wanita Import Slip On Soft Kanvas Elastis Anti Slip HL - Y2-2 (2pc bisa 1kg),1767196382,87878722,669,4407,4998,52708,100532,2284,60,"[2284, 3, 3, 18, 212, 2048]",True,False,False,True,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/ca1753a4daf41f910f97352b2ae59d82_tn,Shopee Star Seller,Kota Jakarta Barat,119999,https://shopee.co.id/sfos-sepatu-wanita-import-slip-on-soft-kanvas-elastis-anti-slip-hl-y2-2-2pc-bisa-1kg-i.87878722.1767196382,528835593,80279331,4.9,2048,3,0.5182663944,0.001313485114,shopee,2021-10-22 0:00:00
