nama_produk,product_id,shop_id,terjual_bulanan,total_terjual,total_disukai,total_kunjungan,category_id,total_review,diskon,total_rating,star_seller,shopee_mall,supermarket,gratis_ongkir,kategori_1,kategori_2,foto_produk,tipe_toko,kota,harga,url,omzet,omzet_bulanan,rating,rate_5,rate_1,real_order_percentage,bad_product_indicator,marketplace,timestamp
PROMO 11.11 SALE  SGC 55 SPON WEDGES TALI TATIANA,7659067925,8938041,654,4913,1946,25366,100532,1603,87,"[1603, 41, 14, 103, 287, 1158]",False,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/7df44e6263a9924bc6d9117c97892852_tn,Shopee Regular Seller,Kota Depok,13500,https://shopee.co.id/promo-11-11-sale-sgc-55-spon-wedges-tali-tatiana-i.8938041.7659067925,66325500,8829000,4.6,1158,41,0.3262772237,0.02557704304,shopee,2021-10-22 0:00:00
PROMO 11.11 SALE  ELM 02 FLIPFLOP SOLE HITAM,7305019752,8938041,537,67856,13227,8062,100532,23819,87,"[23819, 589, 363, 1011, 3180, 18676]",False,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/53f58b984f33b432344d8f82fe8408fd_tn,Shopee Regular Seller,Kota Depok,13500,https://shopee.co.id/promo-11-11-sale-elm-02-flipflop-sole-hitam-i.8938041.7305019752,916056000,7249500,4.6,18676,589,0.3510227541,0.02472815819,shopee,2021-10-22 0:00:00
WD 03 SANDAL FLIP FLOP WEDGES GUCCCI,7713683420,8938041,518,6338,2011,14120,100532,2354,81,"[2354, 65, 27, 101, 370, 1791]",False,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/ba41fbb7e87f6845af839c729ad4f678_tn,Shopee Regular Seller,Kota Depok,19500,https://shopee.co.id/wd-03-sandal-flip-flop-wedges-guccci-i.8938041.7713683420,123591000,10101000,4.6,1791,65,0.3714105396,0.02761257434,shopee,2021-10-22 0:00:00
PROMO 11.11 SALE  SGC 54 SANDAL SPON TALI SILANG,4957595768,8938041,5356,76531,9743,112327,100532,15032,94,"[15032, 596, 397, 1766, 2857, 9416]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/f38e244a0b251b2e5a5504c69b9450bf_tn,Shopee Regular Seller,Kota Depok,6500,https://shopee.co.id/promo-11-11-sale-sgc-54-sandal-spon-tali-silang-i.8938041.4957595768,497451500,34814000,4.3,9416,596,0.1964171382,0.03964874933,shopee,2021-10-22 0:00:00
SGC 32 SANDAL JEPIT TRENDI,6613311101,8938041,4793,51950,9553,157154,100532,15279,95,"[15279, 381, 277, 1215, 2787, 10619]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/05683b8ee751d0c97dda48c5290c9119_tn,Shopee Regular Seller,Kota Depok,5050,https://shopee.co.id/sgc-32-sandal-jepit-trendi-i.8938041.6613311101,262347500,24204650,4.5,10619,381,0.2941097209,0.02493618692,shopee,2021-10-22 0:00:00
PROMO 11.11  SALE   SGC 53 FLIPFLOP SANDALS MUTE,6719240255,8938041,4533,84312,7658,49572,100532,21166,95,"[21166, 589, 360, 1630, 3916, 14671]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/78125afc64af1e69bbb0d1f72525911e_tn,Shopee Regular Seller,Kota Depok,4599,https://shopee.co.id/promo-11-11-sale-sgc-53-flipflop-sandals-mute-i.8938041.6719240255,387750888,20847267,4.5,14671,589,0.2510437423,0.02782764811,shopee,2021-10-22 0:00:00
PROMO 11.11 SALE  DAFF 47 SANDAL TEPLEK KERUT BEST SELLER,3173926138,8938041,3680,58158,20409,158966,100532,18531,87,"[18531, 481, 316, 1457, 3227, 13050]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/9e1510865e1580f8dacfe62c18b3f667_tn,Shopee Regular Seller,Kota Depok,13000,https://shopee.co.id/promo-11-11-sale-daff-47-sandal-teplek-kerut-best-seller-i.8938041.3173926138,756054000,47840000,4.5,13050,481,0.3186320025,0.02595650532,shopee,2021-10-22 0:00:00
PPROMO 10.10 SALE  DAFF 43 TEPLEK MICA,5366239758,8938041,3399,54031,15086,105240,100532,15539,85,"[15539, 295, 168, 860, 2347, 11869]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/4c6d445f907e484d35748b1b548ac858_tn,Shopee Regular Seller,Kota Depok,15000,https://shopee.co.id/ppromo-10-10-sale-daff-43-teplek-mica-i.8938041.5366239758,810465000,50985000,4.6,11869,295,0.2875941589,0.01898449064,shopee,2021-10-22 0:00:00
DAFF 61 SANDAL FLIP FLOP BEST SELLER,8212706897,8938041,3304,19628,12242,123867,100532,7070,87,"[7070, 254, 185, 817, 1376, 4438]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/144e8e45b707db6ab525d5f2afc17070_tn,Shopee Regular Seller,Kota Depok,13000,https://shopee.co.id/daff-61-sandal-flip-flop-best-seller-i.8938041.8212706897,255164000,42952000,4.4,4438,254,0.3601997147,0.03592644979,shopee,2021-10-22 0:00:00
AMR 03 TEPLEK KEPANG BEST SELLER,3884449051,8938041,2673,11920,3689,91911,100532,3703,87,"[3703, 125, 90, 356, 671, 2461]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/7d5d34fda16363f1a48a7007caf56315_tn,Shopee Regular Seller,Kota Depok,13000,https://shopee.co.id/amr-03-teplek-kepang-best-seller-i.8938041.3884449051,154960000,34749000,4.4,2461,125,0.3106543624,0.03375641372,shopee,2021-10-22 0:00:00
RS 30 SALNDAL TEPLEK ZAHRA,11406756277,8938041,2584,10055,4691,122405,100532,2387,75,"[2387, 65, 35, 148, 377, 1762]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/5397b26b1773fcbc2f0d6c07134e6194_tn,Shopee Regular Seller,Kota Depok,25000,https://shopee.co.id/rs-30-salndal-teplek-zahra-i.8938041.11406756277,251375000,64600000,4.6,1762,65,0.2373943312,0.02723083368,shopee,2021-10-22 0:00:00
PROMO 11.11 SALE  KR 03 SANDAL JEPIT SAKURA,5501303844,8938041,2385,97578,17470,65131,100532,23643,93,"[23643, 801, 610, 2081, 4166, 15985]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/730d47e4f6d471178496a34b8052c125_tn,Shopee Regular Seller,Kota Depok,6550,https://shopee.co.id/promo-11-11-sale-kr-03-sandal-jepit-sakura-i.8938041.5501303844,639135900,15621750,4.4,15985,801,0.2422984689,0.03387894937,shopee,2021-10-22 0:00:00
SANDAL SPON RINGAN WANITA SLOP XXX,7861312656,69102850,2567,29964,1477,25575,100532,3325,7,"[3325, 57, 57, 265, 607, 2339]",False,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/2a987ef653f4c8b2b7695e730a5aa9b2_tn,Shopee Regular Seller,Kab. Bogor,6819,https://shopee.co.id/sandal-spon-ringan-wanita-slop-xxx-i.69102850.7861312656,204324516,17504373,4.5,2339,57,0.1109664931,0.01714285714,shopee,2021-10-22 0:00:00
SANDAL WIDGES WANITA SIMPLE,3872141902,69102850,1459,2916,312,17468,100532,729,0,"[729, 12, 9, 37, 145, 526]",False,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/9b336f40e1305d4560e4ab838ba13b10_tn,Shopee Regular Seller,Kab. Bogor,10999,https://shopee.co.id/sandal-widges-wanita-simple-i.69102850.3872141902,32073084,16047541,4.6,526,12,0.25,0.01646090535,shopee,2021-10-22 0:00:00
SANDAL JEPIT  WANITA MOTIF,5802426898,69102850,24531,286471,22556,318220,100532,39089,0,"[39090, 501, 555, 2738, 6683, 28613]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/58a5fa8bb225f9d89043815e29a10414_tn,Shopee Regular Seller,Kab. Bogor,3666,https://shopee.co.id/sandal-jepit-wanita-motif-i.69102850.5802426898,1050202686,89930646,4.6,28613,501,0.1364501119,0.01281690501,shopee,2021-10-22 0:00:00
SANDAL WANITA JEPIT MUTIARA,4056281129,69102850,8046,88169,5624,108829,100532,13349,0,"[13349, 229, 253, 1193, 2435, 9239]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/56472e8c367a255051cf84378435877a_tn,Shopee Regular Seller,Kab. Bogor,4333,https://shopee.co.id/sandal-wanita-jepit-mutiara-i.69102850.4056281129,382036277,34863318,4.5,9239,229,0.1514024204,0.01715484306,shopee,2021-10-22 0:00:00
SANDAL WANITA SUADE ETNIK,7743573308,69102850,3636,59514,3491,53942,100532,8867,0,"[8867, 238, 222, 1073, 1811, 5523]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/1394ff7ad287cca3234cf5756bcd054f_tn,Shopee Regular Seller,Kab. Bogor,6100,https://shopee.co.id/sandal-wanita-suade-etnik-i.69102850.7743573308,363035400,22179600,4.4,5523,238,0.1489901536,0.0268410962,shopee,2021-10-22 0:00:00
SANDAL JEPIT WANITA NEW,8911423644,69102850,3301,21264,1363,48460,100532,2661,0,"[2661, 26, 44, 216, 440, 1935]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/d6f5c13f38f82842710631c888833cdf_tn,Shopee Regular Seller,Kab. Bogor,5444,https://shopee.co.id/sandal-jepit-wanita-new-i.69102850.8911423644,115761216,17970644,4.6,1935,26,0.1251410835,0.009770762871,shopee,2021-10-22 0:00:00
SANDAL WANITA SLOP BERUANG SLOP,8601845426,69102850,3052,30328,4738,79399,100532,4236,7,"[4236, 86, 89, 411, 789, 2861]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/ac99fc71acae4f3895bdb121d0ea3038_tn,Shopee Regular Seller,Kab. Bogor,6819,https://shopee.co.id/sandal-wanita-slop-beruang-slop-i.69102850.8601845426,206806632,20811588,4.5,2861,86,0.1396729095,0.02030217186,shopee,2021-10-22 0:00:00
SANDAL JEPIT WANITA MOTIF,5710571849,69102850,2938,91808,4562,19090,100532,12197,0,"[12197, 114, 122, 622, 2029, 9310]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/8d592579db199ae70f0d23677e027d8b_tn,Shopee Regular Seller,Kab. Bogor,3999,https://shopee.co.id/sandal-jepit-wanita-motif-i.69102850.5710571849,367140192,11749062,4.7,9310,114,0.1328533461,0.00934656063,shopee,2021-10-22 0:00:00
SANDAL JEPIT WANITA MOTIF,4233491918,69102850,2926,53322,1881,19199,100532,7216,0,"[7216, 56, 68, 396, 1269, 5427]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/e6362965738a9d7be773ae42294d0d58_tn,Shopee Regular Seller,Kab. Bogor,4350,https://shopee.co.id/sandal-jepit-wanita-motif-i.69102850.4233491918,231950700,12728100,4.7,5427,56,0.1353287574,0.007760532151,shopee,2021-10-22 0:00:00
SANDAL JEPIT WANITA DAISY,9850035192,69102850,2681,5917,607,41069,100532,1413,0,"[1413, 10, 11, 74, 250, 1068]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/7eb39e54b87f2d0e089f65bfb21415b6_tn,Shopee Regular Seller,Kab. Bogor,4555,https://shopee.co.id/sandal-jepit-wanita-daisy-i.69102850.9850035192,26951935,12211955,4.7,1068,10,0.2388034477,0.007077140835,shopee,2021-10-22 0:00:00
SANDAL JEPIT WANITA MOTIF BUNGA BBB,5460349157,69102850,2672,9984,2039,47799,100532,2840,0,"[2840, 24, 31, 155, 476, 2154]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/41e3ff2cb5ab4882e98a0f944ed7fcec_tn,Shopee Regular Seller,Kab. Bogor,4111,https://shopee.co.id/sandal-jepit-wanita-motif-bunga-bbb-i.69102850.5460349157,41044224,10984592,4.7,2154,24,0.2844551282,0.008450704225,shopee,2021-10-22 0:00:00
Sendal Wanita Wedges Spon Silang Simple [ SLp-01 ],2065621138,76252588,1282,22477,5970,47226,100532,9281,90,"[9281, 161, 125, 581, 1452, 6962]",False,False,False,True,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/b80352a7b19427487759abff95002649_tn,Shopee Regular Seller,Kota Bogor,13000,https://shopee.co.id/sendal-wanita-wedges-spon-silang-simple-slp-01-i.76252588.2065621138,292201000,16666000,4.6,6962,161,0.4129109757,0.01734726861,shopee,2021-10-22 0:00:00
Sandal Spon Wedges Slifer GG Wanita Terbaru,6501977646,76252588,1001,10339,3038,28295,100532,3996,11,"[3996, 40, 38, 175, 563, 3180]",False,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/b83aeedd1ed79aae3e1225a9b38b21a6_tn,Shopee Regular Seller,Kota Bogor,16500,https://shopee.co.id/sandal-spon-wedges-slifer-gg-wanita-terbaru-i.76252588.6501977646,170593500,16516500,4.7,3180,40,0.3864977271,0.01001001001,shopee,2021-10-22 0:00:00
Sandal Wedges Wanita Platform,9717157948,76252588,818,3618,966,20221,100532,1340,21,"[1340, 20, 22, 66, 222, 1010]",False,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/9c57054fc95098636f3cc8ee92b157b6_tn,Shopee Regular Seller,Kota Bogor,13000,https://shopee.co.id/sandal-wedges-wanita-platform-i.76252588.9717157948,47034000,10634000,4.6,1010,20,0.3703703704,0.01492537313,shopee,2021-10-22 0:00:00
SANDAL WEDGES JAPIT SIMPLE SANDAL WANITA CANTIK NEW,3759118012,76252588,510,8753,1179,14029,100532,2558,0,"[2558, 35, 22, 158, 376, 1967]",False,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/f36aadecdaa324202c63089a4c21366e_tn,Shopee Regular Seller,Kota Bogor,13500,https://shopee.co.id/sandal-wedges-japit-simple-sandal-wanita-cantik-new-i.76252588.3759118012,118165500,6885000,4.6,1967,35,0.2922426597,0.0136825645,shopee,2021-10-22 0:00:00
SANDAL SUEDE ETNIK WANITA CANTIK,4031375839,76252588,4792,52388,7936,141790,100532,15040,28,"[15041, 542, 519, 2024, 3058, 8898]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/54c988e95cbfe0a03958fd303a53acee_tn,Shopee Regular Seller,Kota Bogor,6200,https://shopee.co.id/sandal-suede-etnik-wanita-cantik-i.76252588.4031375839,324805600,29710400,4.3,8898,542,0.2870886463,0.03603723404,shopee,2021-10-22 0:00:00
sandal  japit motip mutiyara new,3165690322,76252588,2393,23111,1602,31571,100532,5983,16,"[5983, 90, 102, 485, 1124, 4182]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/b4af3c68f3b0a184c57fce04228fd8d9_tn,Shopee Regular Seller,Kota Bogor,4200,https://shopee.co.id/sandal-japit-motip-mutiyara-new-i.76252588.3165690322,97066200,10050600,4.5,4182,90,0.2588810523,0.01504262076,shopee,2021-10-22 0:00:00
11.11 Sale Sepatu Wanita Sneakers Korea Tali Bintik Wanwo 88 2021/ sepatu wanwow/ sneakers wanwoo,6266995034,96014381,3110,38388,21609,220211,100532,17548,79,"[17548, 256, 305, 1300, 3456, 12231]",False,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/07ad6a5b4997e7ade96751ec0ad6f70d_tn,Shopee Regular Seller,Kab. Bogor,24500,https://shopee.co.id/11-11-sale-sepatu-wanita-sneakers-korea-tali-bintik-wanwo-88-2021-sepatu-wanwow-sneakers-wanwoo-i.96014381.6266995034,940506000,76195000,4.5,12231,256,0.4571220173,0.0145885571,shopee,2021-10-22 0:00:00
Sepatu Wanita Sneaker Putih BEIER,1753579093,96014381,1414,5250,2655,115000,100532,2229,65,"[2229, 42, 40, 164, 446, 1537]",False,False,False,True,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/84097ee4004b4f671675240fbf0c141b_tn,Shopee Regular Seller,Kab. Bogor,19500,https://shopee.co.id/sepatu-wanita-sneaker-putih-beier-i.96014381.1753579093,102375000,27573000,4.5,1537,42,0.4245714286,0.01884253028,shopee,2021-10-22 0:00:00
PROMO 11.11 Flatshoes Wanita Balet Polos AS 01 Flat Shoes Suede,4709265983,96014381,2267,9673,1774,65474,100532,3498,60,"[3498, 49, 40, 206, 595, 2608]",False,False,False,False,Sepatu Wanita,Sepatu Flat,https://cf.shopee.co.id/file/05486e461a5fb405317dba6eb2c617de_tn,Shopee Regular Seller,Kab. Bogor,9999,https://shopee.co.id/promo-11-11-flatshoes-wanita-balet-polos-as-01-flat-shoes-suede-i.96014381.4709265983,96720327,22667733,4.6,2608,49,0.3616251421,0.01400800457,shopee,2021-10-22 0:00:00
10.10 SALE Sepatu Wanita Flat Shoes Wanita Kekinian (KODORAI),6612026616,96014381,1317,13185,5839,62894,100532,6413,54,"[6413, 58, 55, 307, 1014, 4979]",False,False,False,False,Sepatu Wanita,Sepatu Flat,https://cf.shopee.co.id/file/9c9fdb69b25bc860ab80bd16c90f3fd9_tn,Shopee Regular Seller,Kab. Bogor,20500,https://shopee.co.id/10-10-sale-sepatu-wanita-flat-shoes-wanita-kekinian-kodorai-i.96014381.6612026616,270292500,26998500,4.7,4979,58,0.4863860447,0.009044129113,shopee,2021-10-22 0:00:00
10.10 DISKON Sandal Heels Wanita Hak Tahu Wanita LL 01,5772634764,96014381,1916,11424,5749,127293,100532,4336,78,"[4336, 107, 95, 365, 772, 2997]",False,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/ee8ce7ecc42be5f3673860ba12f2175d_tn,Shopee Regular Seller,Kab. Bogor,17500,https://shopee.co.id/10-10-diskon-sandal-heels-wanita-hak-tahu-wanita-ll-01-i.96014381.5772634764,199920000,33530000,4.5,2997,107,0.3795518207,0.02467712177,shopee,2021-10-22 0:00:00
Kaos Kaki Polos Semata Kaki / Kaos Kaki Ankle Cute / Socks / Short Socks,4756935137,96014381,1596,8623,627,15559,100532,2462,1,"[2462, 80, 44, 191, 405, 1742]",False,False,False,False,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/45c2393e5b3b104cadb9b51d7da97879_tn,Shopee Regular Seller,Kab. Bogor,2725,https://shopee.co.id/kaos-kaki-polos-semata-kaki-kaos-kaki-ankle-cute-socks-short-socks-i.96014381.4756935137,23497675,4349100,4.5,1742,80,0.2855154819,0.03249390739,shopee,2021-10-22 0:00:00
Sandal Wedges Spon Wanita ipomoea | wedges spon jepit simple ( Ipo wgs 01),2368341817,105994280,8388,26884,3674,142292,100532,5526,55,"[5526, 21, 29, 196, 716, 4564]",False,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/f60a85cb507df8d78c65cb49e67c2afb_tn,Shopee Regular Seller,Kab. Sukabumi,11199,https://shopee.co.id/sandal-wedges-spon-wanita-ipomoea-wedges-spon-jepit-simple-ipo-wgs-01-i.105994280.2368341817,301073916,93937212,4.8,4564,21,0.2055497694,0.003800217155,shopee,2021-10-22 0:00:00
Wedges Spon Wanita Silang Jepit ( WGS KOPIT),11032999030,105994280,1091,1846,149,11046,100532,397,53,"[397, 0, 0, 8, 50, 339]",False,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/8c5fbc055a3e58213cb1a313c51b4a11_tn,Shopee Regular Seller,Kab. Sukabumi,11699,https://shopee.co.id/wedges-spon-wanita-silang-jepit-wgs-kopit-i.105994280.11032999030,21596354,12763609,4.8,339,0,0.2150595883,0,shopee,2021-10-22 0:00:00
Sandal flat jepit ipomoea  | sandal jepit wanita (Ipo 02),6269738669,105994280,6292,25567,5984,175535,100532,5627,72,"[5627, 34, 45, 283, 921, 4344]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/38a5067952e6f03416c6dcb59feb007b_tn,Shopee Regular Seller,Kab. Sukabumi,5599,https://shopee.co.id/sandal-flat-jepit-ipomoea-sandal-jepit-wanita-ipo-02-i.105994280.6269738669,143149633,35228908,4.7,4344,34,0.2200883952,0.006042296073,shopee,2021-10-22 0:00:00
SANDAL WANITA( SLOP KOKOP )SPON XXX,11323559576,128771720,978,1236,39,4294,100532,160,0,"[160, 1, 1, 4, 25, 129]",False,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/3c6168fecd3b54fc9074a11687fab2c4_tn,Shopee Regular Seller,Kab. Bogor,6900,https://shopee.co.id/sandal-wanita-slop-kokop-spon-xxx-i.128771720.11323559576,8528400,6748200,4.8,129,1,0.1294498382,0.00625,shopee,2021-10-22 0:00:00
SANDAL WANITA TALI HENGDE,9286521301,128771720,838,1079,41,4367,100532,140,0,"[140, 1, 0, 6, 18, 115]",False,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/a42b97a3449211932acb062307c44fdb_tn,Shopee Regular Seller,Kab. Bogor,6900,https://shopee.co.id/sandal-wanita-tali-hengde-i.128771720.9286521301,7445100,5782200,4.8,115,1,0.1297497683,0.007142857143,shopee,2021-10-22 0:00:00
SANDAL WANITA JEPIT MOTIF BUNGA QIAO YUN,9904241412,128771720,3552,22079,1216,47529,100532,1617,0,"[1617, 10, 17, 99, 220, 1271]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/ae31e27b83a605d5c19d9205f57895af_tn,Shopee Regular Seller,Kab. Bogor,3500,https://shopee.co.id/sandal-wanita-jepit-motif-bunga-qiao-yun-i.128771720.9904241412,77276500,12432000,4.7,1271,10,0.07323701255,0.006184291899,shopee,2021-10-22 0:00:00
SANDAL WANITA JEPIT MUTIARA,8286522704,128771720,3170,4250,228,36462,100532,516,20,"[516, 5, 6, 32, 84, 389]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/1084e81ae7d07c0c68bcc43e30e7f7f4_tn,Shopee Regular Seller,Kab. Bogor,3500,https://shopee.co.id/sandal-wanita-jepit-mutiara-i.128771720.8286522704,14875000,11095000,4.6,389,5,0.1214117647,0.009689922481,shopee,2021-10-22 0:00:00
BISA COD Flatshoes Wanita Terbaru Empuk Nyaman Dipakai Hak Tahu A1S9 Sandal Flat Cewek Murah Terbaru 2021 Korea,12101492929,216047607,1011,1011,12,263,100532,2,0,"[2, 0, 0, 0, 0, 2]",False,False,False,False,Sepatu Wanita,Sepatu Flat,https://cf.shopee.co.id/file/0d0ee8ecb8ba8dd475cdd9e6dcce65a4_tn,Shopee Regular Seller,Kota Jakarta Timur,84000,https://shopee.co.id/bisa-cod-flatshoes-wanita-terbaru-empuk-nyaman-dipakai-hak-tahu-a1s9-sandal-flat-cewek-murah-terbaru-2021-korea-i.216047607.12101492929,84924000,84924000,5,2,0,0.001978239367,0,shopee,2021-10-22 0:00:00
BISA COD Sandal Wanita Selop Promo Import Sandal Cewek Hak T4Q7 Korea Murah Heels Bisa COD Murah Kekinian,13401439747,216047607,1016,1016,2,81,100532,2,0,"[2, 0, 0, 0, 0, 2]",False,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/f689f25a5110a273fcf92ede401e0554_tn,Shopee Regular Seller,Kota Jakarta Timur,110000,https://shopee.co.id/bisa-cod-sandal-wanita-selop-promo-import-sandal-cewek-hak-t4q7-korea-murah-heels-bisa-cod-murah-kekinian-i.216047607.13401439747,111760000,111760000,5,2,0,0.001968503937,0,shopee,2021-10-22 0:00:00
BISA COD Sandal Wanita Karet Promo Jelly Slip C1R2 Murah Heels Korea Fashionable Hak Tahu Import,12001679068,216047607,1015,1015,8,299,100532,2,0,"[2, 0, 0, 0, 0, 2]",False,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/4db8b9b6a4966eb20a1edc611953f7fc_tn,Shopee Regular Seller,Kota Jakarta Timur,86000,https://shopee.co.id/bisa-cod-sandal-wanita-karet-promo-jelly-slip-c1r2-murah-heels-korea-fashionable-hak-tahu-import-i.216047607.12001679068,87290000,87290000,5,2,0,0.00197044335,0,shopee,2021-10-22 0:00:00
BISA COD Sandal Wanita Terbaru Promo Kekinian X9H7 Korea Slip Terbaru 2021 Fashionable Jelly Karet Hak Tahu,12001478307,216047607,1013,1013,5,268,100532,2,0,"[2, 0, 0, 0, 0, 2]",False,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/0f8ccdb995c45f1d8ea3303feaaf7250_tn,Shopee Regular Seller,Kota Jakarta Timur,86500,https://shopee.co.id/bisa-cod-sandal-wanita-terbaru-promo-kekinian-x9h7-korea-slip-terbaru-2021-fashionable-jelly-karet-hak-tahu-i.216047607.12001478307,87624500,87624500,5,2,0,0.001974333662,0,shopee,2021-10-22 0:00:00
GZ-Store - Sandal BAPAU Wanita Terlaris Slip on Nyaman Sol Karet Tidak Licin,5889795564,433145155,1161,4159,30,170,100532,8,60,"[8, 0, 0, 1, 0, 7]",False,False,False,False,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/f15180803aaee41b0e9f9ebfd958a3f9_tn,Shopee Regular Seller,Kab. Bogor,48000,https://shopee.co.id/gz-store-sandal-bapau-wanita-terlaris-slip-on-nyaman-sol-karet-tidak-licin-i.433145155.5889795564,199632000,55728000,4.8,7,0,0.001923539312,0,shopee,2021-10-22 0:00:00
